"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02567 344124 0.0 0.9995 1.0000 0.7411 0.9995 0.9998 1.0000 0.7411
0.02577 344089 0.0 0.9995 1.0000 0.7403 0.9995 0.9998 1.0000 0.7403
0.02586 344054 0.0 0.9995 1.0000 0.7396 0.9995 0.9998 1.0000 0.7396
0.02596 344019 0.0 0.9995 1.0000 0.7389 0.9995 0.9998 1.0000 0.7389
0.02606 343984 0.0 0.9995 1.0000 0.7381 0.9995 0.9998 1.0000 0.7381
0.02616 343949 0.0 0.9995 1.0000 0.7374 0.9995 0.9998 1.0000 0.7374
0.02626 343914 0.0 0.9995 1.0000 0.7366 0.9995 0.9998 1.0000 0.7366
0.02636 343879 0.0 0.9995 1.0000 0.7358 0.9995 0.9998 1.0000 0.7358
0.02646 343844 0.0 0.9995 1.0000 0.7351 0.9995 0.9998 1.0000 0.7351
0.02656 343809 0.0 0.9995 1.0000 0.7344 0.9995 0.9998 1.0000 0.7344
0.02666 343774 0.0 0.9995 1.0000 0.7336 0.9995 0.9998 1.0000 0.7336
0.02676 343739 0.0 0.9995 1.0000 0.7328 0.9995 0.9998 1.0000 0.7328
0.02686 343704 0.0 0.9995 1.0000 0.7321 0.9995 0.9998 1.0000 0.7321
0.02695 343669 0.0 0.9994 1.0000 0.7313 0.9994 0.9998 1.0000 0.7313
0.02705 343634 0.0 0.9994 1.0000 0.7306 0.9994 0.9998 1.0000 0.7306
0.02715 343599 0.0 0.9994 1.0000 0.7299 0.9994 0.9998 1.0000 0.7299
0.02725 343564 0.0 0.9994 1.0000 0.7291 0.9994 0.9998 1.0000 0.7291
0.02735 343529 0.0 0.9994 1.0000 0.7283 0.9994 0.9998 1.0000 0.7283
0.02745 343494 0.0 0.9994 1.0000 0.7276 0.9994 0.9998 1.0000 0.7276
0.02755 343459 0.0 0.9994 1.0000 0.7269 0.9994 0.9998 1.0000 0.7269
0.02765 343424 0.0 0.9994 1.0000 0.7261 0.9994 0.9998 1.0000 0.7261
0.02775 343389 0.0 0.9994 1.0000 0.7253 0.9994 0.9998 1.0000 0.7253
0.02785 343354 0.0 0.9994 1.0000 0.7246 0.9994 0.9998 1.0000 0.7246
0.02795 343319 0.0 0.9994 1.0000 0.7238 0.9994 0.9998 1.0000 0.7238
0.02804 343284 0.0 0.9994 1.0000 0.7231 0.9994 0.9998 1.0000 0.7231
0.02814 343249 0.0 0.9994 1.0000 0.7224 0.9994 0.9998 1.0000 0.7224
0.02824 343214 0.0 0.9994 1.0000 0.7216 0.9994 0.9998 1.0000 0.7216
0.02834 343179 0.0 0.9994 1.0000 0.7208 0.9994 0.9998 1.0000 0.7208
0.02844 343144 0.0 0.9994 1.0000 0.7201 0.9994 0.9998 1.0000 0.7201
